customer_id,customer_name,segment,total_orders,total_spent,total_profit,avg_discount,value_segment,segment_threshold_high,segment_threshold_low
AR-103453,Alex Russell,Corporate,4,1607.0,102.45,0.133,Mid Value,3763.0,728.0
AR-103454,Alex Russell,Corporate,4,1056.0,-221.05,0.26,Mid Value,3763.0,728.0
AR-104051,Allen Rosenblatt,Corporate,6,2010.0,-425.53,0.217,Mid Value,3763.0,728.0
AR-104052,Allen Rosenblatt,Corporate,7,3532.0,-231.96,0.205,Mid Value,3763.0,728.0
AR-104053,Allen Rosenblatt,Corporate,4,1182.0,172.77,0.134,Mid Value,3763.0,728.0
AR-104054,Allen Rosenblatt,Corporate,5,2235.0,-98.76,0.1,Mid Value,3763.0,728.0
AR-105101,Andrew Roberts,Consumer,11,6269.0,2109.06,0.051,High Value,3763.0,728.0
AR-105102,Andrew Roberts,Consumer,7,6533.0,1173.99,0.033,High Value,3763.0,728.0
AR-105103,Andrew Roberts,Consumer,6,1210.0,192.24,0.0,Mid Value,3763.0,728.0
AR-105104,Andrew Roberts,Consumer,5,264.0,43.67,0.214,Low Value,3763.0,728.0
AR-105401,Andy Reiter,Consumer,4,1154.0,145.05,0.15,Mid Value,3763.0,728.0
AR-105402,Andy Reiter,Consumer,2,64.0,1.5,0.05,Low Value,3763.0,728.0
AR-105403,Andy Reiter,Consumer,3,157.0,19.74,0.15,Low Value,3763.0,728.0
AR-105404,Andy Reiter,Consumer,6,6609.0,2884.62,0.067,High Value,3763.0,728.0
AR-105701,Anemone Ratner,Consumer,7,4880.0,929.76,0.152,High Value,3763.0,728.0
AR-105702,Anemone Ratner,Consumer,4,1898.0,262.18,0.1,Mid Value,3763.0,728.0
AR-105703,Anemone Ratner,Consumer,6,2581.0,360.26,0.127,Mid Value,3763.0,728.0
AR-105704,Anemone Ratner,Consumer,1,88.0,32.63,0.0,Low Value,3763.0,728.0
AR-108251,Anthony Rawles,Corporate,4,633.0,223.88,0.095,Low Value,3763.0,728.0
AR-108252,Anthony Rawles,Corporate,15,7720.0,1978.17,0.052,High Value,3763.0,728.0
AR-108253,Anthony Rawles,Corporate,11,2435.0,131.22,0.24,Mid Value,3763.0,728.0
AR-108254,Anthony Rawles,Corporate,8,4523.0,494.84,0.077,High Value,3763.0,728.0
AR-3451,Alex Russell,Corporate,3,1243.0,230.64,0.0,Mid Value,3763.0,728.0
AR-3452,Alex Russell,Corporate,6,1058.0,376.09,0.06,Mid Value,3763.0,728.0
AR-4051,Allen Rosenblatt,Corporate,2,144.0,25.86,0.0,Low Value,3763.0,728.0
AR-4052,Allen Rosenblatt,Corporate,4,426.0,5.34,0.4,Low Value,3763.0,728.0
AR-5101,Andrew Roberts,Consumer,2,371.0,148.89,0.0,Low Value,3763.0,728.0
AR-5102,Andrew Roberts,Consumer,8,2267.0,-106.09,0.277,Mid Value,3763.0,728.0
AR-5401,Andy Reiter,Consumer,4,325.0,108.66,0.0,Low Value,3763.0,728.0
AR-5402,Andy Reiter,Consumer,4,236.0,-20.49,0.3,Low Value,3763.0,728.0
AR-5701,Anemone Ratner,Consumer,3,970.0,242.82,0.0,Mid Value,3763.0,728.0
AR-5702,Anemone Ratner,Consumer,6,1075.0,167.0,0.233,Mid Value,3763.0,728.0
AR-8251,Anthony Rawles,Corporate,3,1704.0,318.52,0.233,Mid Value,3763.0,728.0
AR-8252,Anthony Rawles,Corporate,4,324.0,-28.97,0.171,Low Value,3763.0,728.0
AS-100451,Aaron Smayling,Corporate,5,2056.0,257.63,0.142,Mid Value,3763.0,728.0
AS-100452,Aaron Smayling,Corporate,13,6708.0,421.93,0.072,High Value,3763.0,728.0
AS-100453,Aaron Smayling,Corporate,3,779.0,234.94,0.057,Mid Value,3763.0,728.0
AS-100454,Aaron Smayling,Corporate,7,3051.0,-253.57,0.355,Mid Value,3763.0,728.0
AS-100901,Adam Shillingsburg,Consumer,5,1502.0,208.88,0.163,Mid Value,3763.0,728.0
AS-100902,Adam Shillingsburg,Consumer,8,4140.0,330.16,0.18,High Value,3763.0,728.0
AS-100903,Adam Shillingsburg,Consumer,10,6112.0,741.38,0.15,High Value,3763.0,728.0
AS-100904,Adam Shillingsburg,Consumer,9,3255.0,64.54,0.18,Mid Value,3763.0,728.0
AS-101351,Adrian Shami,Home Office,11,4430.0,515.82,0.174,High Value,3763.0,728.0
AS-101352,Adrian Shami,Home Office,3,2474.0,340.82,0.24,Mid Value,3763.0,728.0
AS-101353,Adrian Shami,Home Office,3,346.0,-128.19,0.267,Low Value,3763.0,728.0
AS-101354,Adrian Shami,Home Office,2,58.0,21.85,0.067,Low Value,3763.0,728.0
AS-102251,Alan Schoenberger,Corporate,10,9773.0,1572.65,0.089,High Value,3763.0,728.0
AS-102252,Alan Schoenberger,Corporate,6,6300.0,402.35,0.147,High Value,3763.0,728.0
AS-102253,Alan Schoenberger,Corporate,7,1031.0,23.88,0.307,Mid Value,3763.0,728.0
AS-102254,Alan Schoenberger,Corporate,5,4262.0,719.78,0.062,High Value,3763.0,728.0
AS-102401,Alan Shonely,Consumer,7,2374.0,341.46,0.075,Mid Value,3763.0,728.0
AS-102402,Alan Shonely,Consumer,9,3688.0,-49.38,0.095,Mid Value,3763.0,728.0
AS-102403,Alan Shonely,Consumer,8,2358.0,304.59,0.139,Mid Value,3763.0,728.0
AS-102404,Alan Shonely,Consumer,7,586.0,33.72,0.269,Low Value,3763.0,728.0
AS-102851,Alejandro Savely,Corporate,9,6388.0,835.57,0.022,High Value,3763.0,728.0
AS-102852,Alejandro Savely,Corporate,7,4997.0,321.94,0.05,High Value,3763.0,728.0
AS-102853,Alejandro Savely,Corporate,8,1584.0,282.73,0.057,Mid Value,3763.0,728.0
AS-102854,Alejandro Savely,Corporate,6,3215.0,354.63,0.225,Mid Value,3763.0,728.0
AS-106301,Ann Steele,Home Office,6,7447.0,2496.04,0.185,High Value,3763.0,728.0
AS-106302,Ann Steele,Home Office,5,1455.0,539.57,0.043,Mid Value,3763.0,728.0
AS-106303,Ann Steele,Home Office,1,80.0,22.26,0.0,Low Value,3763.0,728.0
AS-106304,Ann Steele,Home Office,7,835.0,136.49,0.183,Mid Value,3763.0,728.0
AS-1351,Adrian Shami,Home Office,1,187.0,26.1,0.0,Low Value,3763.0,728.0
AS-1352,Adrian Shami,Home Office,4,3792.0,788.1,0.075,High Value,3763.0,728.0
AS-2251,Alan Schoenberger,Corporate,3,254.0,-244.31,0.4,Low Value,3763.0,728.0
AS-2252,Alan Schoenberger,Corporate,1,28.0,4.14,0.0,Low Value,3763.0,728.0
AS-2253,Alan Schoenberger,Corporate,3,189.0,25.14,0.0,Low Value,3763.0,728.0
AS-2401,Alan Shonely,Consumer,1,5.0,1.44,0.0,Low Value,3763.0,728.0
AS-2402,Alan Shonely,Consumer,4,1681.0,543.63,0.0,Mid Value,3763.0,728.0
AS-2851,Alejandro Savely,Corporate,7,2059.0,515.59,0.041,Mid Value,3763.0,728.0
AS-2852,Alejandro Savely,Corporate,6,2881.0,223.11,0.0,Mid Value,3763.0,728.0
AS-451,Aaron Smayling,Corporate,2,1234.0,98.73,0.0,Mid Value,3763.0,728.0
AS-452,Aaron Smayling,Corporate,1,379.0,-390.49,0.6,Low Value,3763.0,728.0
AS-6301,Ann Steele,Home Office,8,1908.0,-1014.67,0.385,Mid Value,3763.0,728.0
AS-6302,Ann Steele,Home Office,3,93.0,-88.64,0.325,Low Value,3763.0,728.0
AS-901,Adam Shillingsburg,Consumer,4,436.0,76.31,0.1,Low Value,3763.0,728.0
AT-104351,Alyssa Tate,Home Office,6,2779.0,502.08,0.194,Mid Value,3763.0,728.0
AT-104352,Alyssa Tate,Home Office,4,6342.0,1570.79,0.22,High Value,3763.0,728.0
AT-104353,Alyssa Tate,Home Office,8,3364.0,843.15,0.143,Mid Value,3763.0,728.0
AT-104354,Alyssa Tate,Home Office,6,1172.0,100.88,0.2,Mid Value,3763.0,728.0
AT-107351,Annie Thurman,Consumer,4,2586.0,778.53,0.151,Mid Value,3763.0,728.0
AT-107352,Annie Thurman,Consumer,8,4359.0,736.38,0.027,High Value,3763.0,728.0
AT-107353,Annie Thurman,Consumer,7,2206.0,27.68,0.09,Mid Value,3763.0,728.0
AT-107354,Annie Thurman,Consumer,10,3831.0,974.11,0.088,High Value,3763.0,728.0
AT-4351,Alyssa Tate,Home Office,4,540.0,102.9,0.0,Low Value,3763.0,728.0
AT-4352,Alyssa Tate,Home Office,8,748.0,-324.27,0.232,Mid Value,3763.0,728.0
AT-7351,Annie Thurman,Consumer,1,10.0,4.38,0.0,Low Value,3763.0,728.0
AT-7352,Annie Thurman,Consumer,4,393.0,138.69,0.0,Low Value,3763.0,728.0
AW-108401,Anthony Witt,Consumer,7,4229.0,1139.35,0.119,High Value,3763.0,728.0
AW-108402,Anthony Witt,Consumer,5,4839.0,-395.89,0.111,High Value,3763.0,728.0
AW-108403,Anthony Witt,Consumer,9,3480.0,635.59,0.045,Mid Value,3763.0,728.0
AW-108404,Anthony Witt,Consumer,4,649.0,65.77,0.2,Low Value,3763.0,728.0
AW-109301,Arthur Wiediger,Home Office,5,1601.0,617.92,0.146,Mid Value,3763.0,728.0
AW-109302,Arthur Wiediger,Home Office,5,4066.0,1424.45,0.071,High Value,3763.0,728.0
AW-109303,Arthur Wiediger,Home Office,5,1713.0,648.06,0.05,Mid Value,3763.0,728.0
AW-109304,Arthur Wiediger,Home Office,7,2853.0,-104.55,0.306,Mid Value,3763.0,728.0
AW-8401,Anthony Witt,Consumer,7,1946.0,-228.42,0.367,Mid Value,3763.0,728.0
AW-9301,Arthur Wiediger,Home Office,4,413.0,99.25,0.1,Low Value,3763.0,728.0
AW-9302,Arthur Wiediger,Home Office,2,370.0,-4.17,0.2,Low Value,3763.0,728.0
AY-105551,Andy Yotov,Corporate,5,802.0,304.41,0.0,Mid Value,3763.0,728.0
AY-105552,Andy Yotov,Corporate,3,3023.0,1041.77,0.02,Mid Value,3763.0,728.0
AY-105553,Andy Yotov,Corporate,4,1125.0,400.99,0.0,Mid Value,3763.0,728.0
AY-105554,Andy Yotov,Corporate,4,496.0,103.35,0.1,Low Value,3763.0,728.0
AY-5551,Andy Yotov,Corporate,5,660.0,1.87,0.087,Low Value,3763.0,728.0
AY-5552,Andy Yotov,Corporate,6,2436.0,438.59,0.15,Mid Value,3763.0,728.0
AZ-107501,Annie Zypern,Consumer,4,742.0,-80.75,0.2,Mid Value,3763.0,728.0
AZ-107502,Annie Zypern,Consumer,4,1287.0,128.31,0.108,Mid Value,3763.0,728.0
AZ-107503,Annie Zypern,Consumer,4,5989.0,1404.05,0.01,High Value,3763.0,728.0
AZ-107504,Annie Zypern,Consumer,6,1624.0,154.95,0.125,Mid Value,3763.0,728.0
AZ-7501,Annie Zypern,Consumer,5,1461.0,-190.7,0.269,Mid Value,3763.0,728.0
AZ-7502,Annie Zypern,Consumer,1,96.0,31.68,0.0,Low Value,3763.0,728.0
AZ-7503,Annie Zypern,Consumer,4,672.0,-523.18,0.5,Low Value,3763.0,728.0
BB-109901,Barry Blumstein,Corporate,11,4719.0,-400.39,0.305,High Value,3763.0,728.0
BB-109902,Barry Blumstein,Corporate,5,1808.0,314.86,0.02,Mid Value,3763.0,728.0
BB-109903,Barry Blumstein,Corporate,9,1790.0,251.02,0.171,Mid Value,3763.0,728.0
BB-109904,Barry Blumstein,Corporate,5,744.0,11.58,0.2,Mid Value,3763.0,728.0
BB-115451,Brenda Bowman,Corporate,4,1286.0,195.87,0.229,Mid Value,3763.0,728.0
BB-115452,Brenda Bowman,Corporate,7,6600.0,427.99,0.175,High Value,3763.0,728.0
BB-115453,Brenda Bowman,Corporate,6,1146.0,47.72,0.12,Mid Value,3763.0,728.0
BB-115454,Brenda Bowman,Corporate,9,6767.0,1015.07,0.195,High Value,3763.0,728.0
BB-15451,Brenda Bowman,Corporate,3,131.0,48.18,0.0,Low Value,3763.0,728.0
BB-15452,Brenda Bowman,Corporate,2,77.0,4.01,0.3,Low Value,3763.0,728.0
BB-9901,Barry Blumstein,Corporate,3,507.0,74.13,0.0,Low Value,3763.0,728.0
BB-9902,Barry Blumstein,Corporate,4,315.0,48.23,0.15,Low Value,3763.0,728.0
BC-111251,Becky Castell,Home Office,2,2829.0,1124.48,0.017,Mid Value,3763.0,728.0
BC-111252,Becky Castell,Home Office,12,6941.0,1567.04,0.022,High Value,3763.0,728.0
BC-111253,Becky Castell,Home Office,5,2086.0,-187.44,0.267,Mid Value,3763.0,728.0
BC-111254,Becky Castell,Home Office,9,2934.0,251.6,0.111,Mid Value,3763.0,728.0
BC-11251,Becky Castell,Home Office,3,85.0,25.53,0.0,Low Value,3763.0,728.0
BC-11252,Becky Castell,Home Office,3,311.0,-295.25,0.6,Low Value,3763.0,728.0
BD-113201,Bill Donatelli,Consumer,5,2828.0,-231.58,0.106,Mid Value,3763.0,728.0
BD-113202,Bill Donatelli,Consumer,8,3189.0,249.11,0.219,Mid Value,3763.0,728.0
BD-113203,Bill Donatelli,Consumer,7,1652.0,297.58,0.044,Mid Value,3763.0,728.0
BD-113204,Bill Donatelli,Consumer,12,5721.0,1094.5,0.079,High Value,3763.0,728.0
BD-115001,Bradley Drucker,Consumer,6,3761.0,815.83,0.062,Mid Value,3763.0,728.0
BD-115002,Bradley Drucker,Consumer,8,2534.0,-56.38,0.195,Mid Value,3763.0,728.0
BD-115003,Bradley Drucker,Consumer,7,2385.0,510.79,0.027,Mid Value,3763.0,728.0
BD-115004,Bradley Drucker,Consumer,6,4410.0,1142.12,0.135,High Value,3763.0,728.0
BD-115601,Brendan Dodson,Home Office,4,1066.0,1.11,0.106,Mid Value,3763.0,728.0
BD-115602,Brendan Dodson,Home Office,7,5213.0,1175.22,0.04,High Value,3763.0,728.0
BD-115603,Brendan Dodson,Home Office,6,2756.0,616.82,0.045,Mid Value,3763.0,728.0
BD-115604,Brendan Dodson,Home Office,2,321.0,116.71,0.0,Low Value,3763.0,728.0
BD-116051,Brian Dahlen,Consumer,6,3719.0,-49.86,0.179,Mid Value,3763.0,728.0
BD-116052,Brian Dahlen,Consumer,3,1268.0,378.55,0.013,Mid Value,3763.0,728.0
BD-116053,Brian Dahlen,Consumer,3,926.0,237.64,0.001,Mid Value,3763.0,728.0
BD-116054,Brian Dahlen,Consumer,7,3288.0,634.85,0.072,Mid Value,3763.0,728.0
BD-116201,Brian DeCherney,Consumer,9,3514.0,-419.34,0.226,Mid Value,3763.0,728.0
BD-116202,Brian DeCherney,Consumer,7,2490.0,581.3,0.01,Mid Value,3763.0,728.0
BD-116203,Brian DeCherney,Consumer,3,306.0,79.79,0.067,Low Value,3763.0,728.0
BD-116204,Brian DeCherney,Consumer,6,1539.0,206.76,0.175,Mid Value,3763.0,728.0
BD-116351,Brian Derr,Consumer,7,4867.0,836.69,0.118,High Value,3763.0,728.0
BD-116352,Brian Derr,Consumer,10,4687.0,-11.12,0.168,High Value,3763.0,728.0
BD-116353,Brian Derr,Consumer,5,1093.0,336.51,0.029,Mid Value,3763.0,728.0
BD-116354,Brian Derr,Consumer,3,583.0,141.53,0.1,Low Value,3763.0,728.0
BD-117251,Bruce Degenhardt,Consumer,8,3901.0,539.62,0.134,High Value,3763.0,728.0
BD-117252,Bruce Degenhardt,Consumer,6,1418.0,132.27,0.183,Mid Value,3763.0,728.0
BD-117253,Bruce Degenhardt,Consumer,10,4035.0,568.27,0.188,High Value,3763.0,728.0
BD-117254,Bruce Degenhardt,Consumer,6,1527.0,333.98,0.02,Mid Value,3763.0,728.0
BD-117701,Bryan Davis,Consumer,5,3106.0,681.62,0.051,Mid Value,3763.0,728.0
BD-117702,Bryan Davis,Consumer,7,3543.0,977.71,0.111,Mid Value,3763.0,728.0
BD-117703,Bryan Davis,Consumer,8,2859.0,597.22,0.106,Mid Value,3763.0,728.0
BD-117704,Bryan Davis,Consumer,6,658.0,141.26,0.12,Low Value,3763.0,728.0
BD-13201,Bill Donatelli,Consumer,1,57.0,16.98,0.0,Low Value,3763.0,728.0
BD-13202,Bill Donatelli,Consumer,5,1829.0,196.08,0.044,Mid Value,3763.0,728.0
BD-15001,Bradley Drucker,Consumer,3,52.0,-31.29,0.467,Low Value,3763.0,728.0
BD-15601,Brendan Dodson,Home Office,2,137.0,-83.28,0.35,Low Value,3763.0,728.0
BD-15602,Brendan Dodson,Home Office,3,1427.0,198.12,0.0,Mid Value,3763.0,728.0
BD-16051,Brian Dahlen,Consumer,3,208.0,47.16,0.0,Low Value,3763.0,728.0
BD-16052,Brian Dahlen,Consumer,2,481.0,177.33,0.0,Low Value,3763.0,728.0
BD-16201,Brian DeCherney,Consumer,4,429.0,-172.14,0.233,Low Value,3763.0,728.0
BD-16202,Brian DeCherney,Consumer,7,2494.0,708.06,0.0,Mid Value,3763.0,728.0
BD-16351,Brian Derr,Consumer,4,592.0,94.01,0.233,Low Value,3763.0,728.0
BD-16352,Brian Derr,Consumer,5,5095.0,1394.68,0.133,High Value,3763.0,728.0
BD-17251,Bruce Degenhardt,Consumer,4,2849.0,762.53,0.14,Mid Value,3763.0,728.0
BD-17252,Bruce Degenhardt,Consumer,9,2229.0,138.49,0.158,Mid Value,3763.0,728.0
BD-17701,Bryan Davis,Consumer,3,1630.0,326.19,0.0,Mid Value,3763.0,728.0
BD-17702,Bryan Davis,Consumer,2,1775.0,-1195.73,0.6,Mid Value,3763.0,728.0
BE-113351,Bill Eplett,Home Office,9,10731.0,3112.92,0.054,High Value,3763.0,728.0
BE-113352,Bill Eplett,Home Office,12,5882.0,1488.33,0.067,High Value,3763.0,728.0
BE-113353,Bill Eplett,Home Office,11,6342.0,1701.67,0.08,High Value,3763.0,728.0
BE-113354,Bill Eplett,Home Office,5,4205.0,1487.77,0.022,High Value,3763.0,728.0
BE-114101,Bobby Elias,Consumer,10,5536.0,594.33,0.161,High Value,3763.0,728.0
BE-114102,Bobby Elias,Consumer,7,7623.0,1821.69,0.037,High Value,3763.0,728.0
BE-114103,Bobby Elias,Consumer,8,1131.0,226.17,0.2,Mid Value,3763.0,728.0
BE-114104,Bobby Elias,Consumer,5,2262.0,755.92,0.16,Mid Value,3763.0,728.0
BE-114551,Brad Eason,Home Office,9,11483.0,-149.46,0.226,High Value,3763.0,728.0
BE-114552,Brad Eason,Home Office,7,2971.0,335.96,0.054,Mid Value,3763.0,728.0
BE-114553,Brad Eason,Home Office,5,1464.0,192.21,0.229,Mid Value,3763.0,728.0
BE-114554,Brad Eason,Home Office,6,1728.0,139.2,0.146,Mid Value,3763.0,728.0
BE-13351,Bill Eplett,Home Office,2,705.0,-246.11,0.42,Low Value,3763.0,728.0
BE-13352,Bill Eplett,Home Office,3,615.0,-134.58,0.2,Low Value,3763.0,728.0
BE-14101,Bobby Elias,Consumer,3,1718.0,342.76,0.033,Mid Value,3763.0,728.0
BE-14102,Bobby Elias,Consumer,4,141.0,48.3,0.0,Low Value,3763.0,728.0
BE-14551,Brad Eason,Home Office,1,937.0,350.31,0.0,Mid Value,3763.0,728.0
BE-14552,Brad Eason,Home Office,1,403.0,109.8,0.0,Low Value,3763.0,728.0
BF-10051,Barry Franz,Home Office,1,699.0,250.02,0.0,Low Value,3763.0,728.0
BF-10052,Barry Franz,Home Office,1,33.0,-73.59,0.7,Low Value,3763.0,728.0
BF-10201,Barry Franz̦sisch,Corporate,5,2217.0,321.81,0.0,Mid Value,3763.0,728.0
BF-10202,Barry Franz̦sisch,Corporate,2,789.0,-514.94,0.6,Mid Value,3763.0,728.0
BF-10801,Bart Folk,Consumer,3,1568.0,5.61,0.35,Mid Value,3763.0,728.0
BF-10802,Bart Folk,Consumer,1,2183.0,924.09,0.0,Mid Value,3763.0,728.0
BF-10803,Bart Folk,Consumer,2,58.0,-32.76,0.3,Low Value,3763.0,728.0
BF-109751,Barbara Fisher,Corporate,9,3856.0,486.0,0.202,High Value,3763.0,728.0
BF-109752,Barbara Fisher,Corporate,2,2455.0,369.92,0.05,Mid Value,3763.0,728.0
BF-109753,Barbara Fisher,Corporate,4,1196.0,133.65,0.08,Mid Value,3763.0,728.0
BF-109754,Barbara Fisher,Corporate,7,600.0,227.44,0.146,Low Value,3763.0,728.0
BF-110051,Barry Franz,Home Office,9,14563.0,2272.49,0.167,High Value,3763.0,728.0
BF-110052,Barry Franz,Home Office,7,3911.0,-430.38,0.163,High Value,3763.0,728.0
BF-110053,Barry Franz,Home Office,5,3540.0,-611.49,0.179,Mid Value,3763.0,728.0
BF-110054,Barry Franz,Home Office,4,1336.0,-291.38,0.18,Mid Value,3763.0,728.0
BF-110201,Barry Franz̦sisch,Corporate,3,1704.0,416.49,0.08,Mid Value,3763.0,728.0
BF-110202,Barry Franz̦sisch,Corporate,8,3939.0,576.88,0.17,High Value,3763.0,728.0
BF-110203,Barry Franz̦sisch,Corporate,5,1668.0,-162.13,0.172,Mid Value,3763.0,728.0
BF-110204,Barry Franz̦sisch,Corporate,8,2889.0,302.02,0.257,Mid Value,3763.0,728.0
BF-110801,Bart Folk,Consumer,9,5973.0,922.99,0.16,High Value,3763.0,728.0
BF-110802,Bart Folk,Consumer,4,2303.0,-47.9,0.275,Mid Value,3763.0,728.0
BF-110803,Bart Folk,Consumer,5,1583.0,201.55,0.133,Mid Value,3763.0,728.0
BF-110804,Bart Folk,Consumer,3,274.0,110.93,0.0,Low Value,3763.0,728.0
BF-111701,Ben Ferrer,Home Office,4,7092.0,986.7,0.117,High Value,3763.0,728.0
BF-111702,Ben Ferrer,Home Office,8,6134.0,965.36,0.032,High Value,3763.0,728.0
BF-111703,Ben Ferrer,Home Office,8,3179.0,368.94,0.067,Mid Value,3763.0,728.0
BF-111704,Ben Ferrer,Home Office,11,5909.0,1538.21,0.122,High Value,3763.0,728.0
BF-112151,Benjamin Farhat,Home Office,10,4587.0,1122.54,0.1,High Value,3763.0,728.0
BF-112152,Benjamin Farhat,Home Office,7,2734.0,-1831.03,0.15,Mid Value,3763.0,728.0
BF-112153,Benjamin Farhat,Home Office,6,4064.0,1064.19,0.057,High Value,3763.0,728.0
BF-112154,Benjamin Farhat,Home Office,4,1586.0,523.21,0.05,Mid Value,3763.0,728.0
BF-112751,Beth Fritzler,Corporate,1,407.0,80.91,0.0,Low Value,3763.0,728.0
BF-112752,Beth Fritzler,Corporate,10,4357.0,211.72,0.053,High Value,3763.0,728.0
BF-112753,Beth Fritzler,Corporate,9,4024.0,246.57,0.125,High Value,3763.0,728.0
BF-112754,Beth Fritzler,Corporate,3,791.0,25.87,0.15,Mid Value,3763.0,728.0
BF-11701,Ben Ferrer,Home Office,2,268.0,20.4,0.0,Low Value,3763.0,728.0
BF-11702,Ben Ferrer,Home Office,4,637.0,255.48,0.0,Low Value,3763.0,728.0
BF-12151,Benjamin Farhat,Home Office,5,399.0,-237.59,0.438,Low Value,3763.0,728.0
BF-12751,Beth Fritzler,Corporate,1,24.0,0.96,0.0,Low Value,3763.0,728.0
BF-12752,Beth Fritzler,Corporate,6,985.0,95.42,0.218,Mid Value,3763.0,728.0
BF-9751,Barbara Fisher,Corporate,5,1009.0,345.25,0.07,Mid Value,3763.0,728.0
BF-9752,Barbara Fisher,Corporate,3,722.0,271.47,0.06,Low Value,3763.0,728.0
BG-10351,Barry Gonzalez,Consumer,1,124.0,-219.8,0.7,Low Value,3763.0,728.0
BG-110351,Barry Gonzalez,Consumer,9,6713.0,1175.61,0.128,High Value,3763.0,728.0
BG-110352,Barry Gonzalez,Consumer,6,7445.0,747.36,0.044,High Value,3763.0,728.0
BG-110353,Barry Gonzalez,Consumer,10,2942.0,538.44,0.1,Mid Value,3763.0,728.0
BG-110354,Barry Gonzalez,Consumer,8,2799.0,-711.43,0.192,Mid Value,3763.0,728.0
BG-116951,Brooke Gillingham,Corporate,6,3436.0,295.53,0.101,Mid Value,3763.0,728.0
BG-116952,Brooke Gillingham,Corporate,1,662.0,-351.33,0.5,Low Value,3763.0,728.0
BG-116953,Brooke Gillingham,Corporate,6,4753.0,517.2,0.084,High Value,3763.0,728.0
BG-116954,Brooke Gillingham,Corporate,6,1873.0,107.57,0.138,Mid Value,3763.0,728.0
BG-117401,Bruce Geld,Consumer,6,4900.0,-245.9,0.129,High Value,3763.0,728.0
BG-117402,Bruce Geld,Consumer,7,3270.0,849.38,0.061,Mid Value,3763.0,728.0
BG-117403,Bruce Geld,Consumer,5,5513.0,1362.09,0.013,High Value,3763.0,728.0
BG-117404,Bruce Geld,Consumer,6,1006.0,119.35,0.143,Mid Value,3763.0,728.0
BG-16951,Brooke Gillingham,Corporate,4,413.0,-174.3,0.35,Low Value,3763.0,728.0
BG-16952,Brooke Gillingham,Corporate,1,76.0,22.65,0.0,Low Value,3763.0,728.0
BG-17401,Bruce Geld,Consumer,2,145.0,17.85,0.0,Low Value,3763.0,728.0
BG-17402,Bruce Geld,Consumer,2,547.0,-676.15,0.4,Low Value,3763.0,728.0
BH-117101,Brosina Hoffman,Consumer,4,2412.0,594.75,0.206,Mid Value,3763.0,728.0
BH-117102,Brosina Hoffman,Consumer,6,7089.0,1928.68,0.135,High Value,3763.0,728.0
BH-117103,Brosina Hoffman,Consumer,13,7779.0,-82.27,0.221,High Value,3763.0,728.0
BH-117104,Brosina Hoffman,Consumer,8,6256.0,802.79,0.183,High Value,3763.0,728.0
BH-17101,Brosina Hoffman,Consumer,3,1333.0,613.2,0.0,Mid Value,3763.0,728.0
BH-17102,Brosina Hoffman,Consumer,7,3251.0,1019.8,0.032,Mid Value,3763.0,728.0
BK-112601,Berenike Kampe,Consumer,7,6899.0,1664.76,0.168,High Value,3763.0,728.0
BK-112602,Berenike Kampe,Consumer,8,3859.0,341.26,0.118,High Value,3763.0,728.0
BK-112603,Berenike Kampe,Consumer,6,1877.0,447.2,0.034,Mid Value,3763.0,728.0
BK-112604,Berenike Kampe,Consumer,6,659.0,-63.76,0.206,Low Value,3763.0,728.0
BK-12601,Berenike Kampe,Consumer,1,214.0,100.11,0.0,Low Value,3763.0,728.0
BK-12602,Berenike Kampe,Consumer,5,78.0,-41.89,0.48,Low Value,3763.0,728.0
BM-111401,Becky Martin,Consumer,7,6930.0,140.22,0.06,High Value,3763.0,728.0
BM-111402,Becky Martin,Consumer,6,1344.0,56.52,0.119,Mid Value,3763.0,728.0
BM-111403,Becky Martin,Consumer,12,5250.0,322.58,0.258,High Value,3763.0,728.0
BM-111404,Becky Martin,Consumer,4,11791.0,-1659.96,0.169,High Value,3763.0,728.0
BM-11401,Becky Martin,Consumer,2,86.0,-50.51,0.35,Low Value,3763.0,728.0
BM-11402,Becky Martin,Consumer,4,1772.0,94.22,0.2,Mid Value,3763.0,728.0
BM-115751,Brendan Murry,Corporate,9,6011.0,-667.82,0.14,High Value,3763.0,728.0
BM-115752,Brendan Murry,Corporate,4,625.0,90.76,0.04,Low Value,3763.0,728.0
BM-115753,Brendan Murry,Corporate,6,2908.0,291.95,0.073,Mid Value,3763.0,728.0
BM-115754,Brendan Murry,Corporate,6,809.0,95.58,0.18,Mid Value,3763.0,728.0
BM-116501,Brian Moss,Corporate,3,835.0,94.52,0.14,Mid Value,3763.0,728.0
BM-116502,Brian Moss,Corporate,7,3296.0,637.89,0.105,Mid Value,3763.0,728.0
BM-116503,Brian Moss,Corporate,3,3497.0,995.49,0.119,Mid Value,3763.0,728.0
BM-116504,Brian Moss,Corporate,11,7293.0,2199.28,0.084,High Value,3763.0,728.0
BM-117851,Bryan Mills,Consumer,14,10399.0,932.06,0.151,High Value,3763.0,728.0
BM-117852,Bryan Mills,Consumer,7,4330.0,703.41,0.009,High Value,3763.0,728.0
BM-117853,Bryan Mills,Consumer,5,2377.0,263.47,0.178,Mid Value,3763.0,728.0
BM-117854,Bryan Mills,Consumer,10,1338.0,137.74,0.25,Mid Value,3763.0,728.0
